Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish,,
goWanderingHordeCount,UI,Menu,,,Wandering Horde Frequency,,Wandering Horde Frequenz,Frequência Wandering Horde,Wandering Horde Fréquence,Wandering Orda di frequenza,さすらいの大群頻度,방황 호드 주파수,Wandering Horde Częstotliwość,Frequência Wandering Horde,Блуждающая Орда Частота,Dolaşan Horde Frekansı,流浪部落频率,流浪部落頻率,Errante horda de frecuencia
resourceArrowHeadScrapIronDesc,items,item,,,Arrowhead made from random bits of iron found in the wasteland. Used to make Scrap Iron Arrows.,,"Pfeilspitze aus Zufallsbits von Eisen in der Wüste gefunden hat. Wird verwendet, um Schrott Pfeile zu machen.",Arrowhead feito de bits aleatórios de ferro encontrados no terreno baldio. Usado para fazer sucata de ferro Arrows.,Arrowhead fabriqué à partir de bits aléatoires de fer dans le désert. Utilisé pour fabriquer des flèches de la ferraille.,ArrowHead fatto da bit casuali di ferro presenti nel deserto. Usato per fare rottami di ferro Frecce.,アローヘッドは荒れ地で見つかった鉄のランダムビットから作られました。スクラップ鉄の矢を作るために使用されます。,황무지에서 발견 된 철의 난수 비트 만든 화살촉. 스크랩 철 화살표를 만들기 위해 사용됩니다.,Grota strzałki wykonane z przypadkowych bitów żelaza występujących w nieużytki. Wykorzystane do złomu strzałkami.,Arrowhead feito de bits aleatórios de ferro encontrados no terreno baldio. Usado para fazer sucata de ferro Arrows.,"Наконечники стрел сделаны из случайных кусков железа, найденных в пустошах. Используется для изготовления стрел из металлолома.",araziden bulunan demir rastgele bit yapılmış ok başı. Hurda Demir Oklar yapmak için kullanılır.,箭头从荒地中发现铁的随机位做。用来做废铁箭头。,箭頭從荒地中發現鐵的隨機位做。用來做廢鐵箭頭。,Punta de flecha hecha de bits aleatorios de hierro se encuentran en el desierto. Se utiliza para hacer la chatarra flechas.
ammoArrowScrapIron,items,item,,,Scrap Iron Arrow,,Scrap Iron Arrow,Sucata de ferro Seta,Ferraille Flèche,Rottami di ferro Freccia,スクラップアイアンアロー,스크랩 철 화살표,Złom żelaza Strzałka,Sucata de ferro Seta,Стрела из металлолома,Hurda Demir Ok,废铁箭,廢鐵箭,Chatarra de hierro Flecha
ammoArrowScrapIronDesc,items,item,,,Does slightly more damage than stone arrows. Would cause tetanus if zombies were actually alive.,,"Ist etwas mehr Schaden als Stein Pfeile. Würde dazu führen, Tetanus, wenn Zombies tatsächlich noch am Leben sind.",Será que um pouco mais danos do que as setas de pedra. Poderia causar tétano se zumbis foram realmente vivo.,Est-ce que des dégâts un peu plus de flèches en pierre. Causerait le tétanos si les zombies étaient réellement en vie.,Fa un po 'più danni di frecce di pietra. Causerebbe il tetano se zombie erano in realtà vivi.,石の矢よりもわずかに多くのダメージを与えます。ゾンビが実際に生きていたならば、破傷風の原因となります。,돌 화살표보다 약간 더 많은 피해를 않습니다. 좀비가 실제로 살아 있다면 파상풍의 원인이됩니다.,Robi nieco więcej szkód niż kamień strzałkami. Spowodowałoby tężec jeśli zombie były rzeczywiście żyje.,Será que um pouco mais danos do que as setas de pedra. Poderia causar tétano se zumbis foram realmente vivo.,"Наносит немного больше урона, чем каменные стрелы. Вызвал бы столбняк, если бы зомби были живы.",taş okları biraz daha fazla hasar yapar. zombiler aslında hayatta olsaydı tetanoz neden olurdu.,是否比石箭稍微更大的伤害。会引起破伤风，如果僵尸实际上还活着。,是否比石箭稍微更大的傷害。會引起破傷風，如果殭屍實際上還活著。,Hace poco más de daño que las flechas de piedra. Causaría el tétanos si los zombis eran realmente vivo.
meleeWpnKnucklesScrapSchematic,items,Melee,,,Scrap Iron Knuckles Schematic,,Alteisen Knuckles schematische,Sucata de ferro juntas esquemática,Ferraille Knuckles schématique,Rottami di ferro Knuckles schematica,スクラップ鉄ナックルズ概略図,스크랩 철 너클 회로도,Złom metalowy kastet schematyczny,Sucata de ferro juntas esquemática,Лом черных металлов Knuckles схематическим,Hurda Demir Knuckles şematik,废铁拳套概要,廢鐵拳套概要,Chatarra de hierro nudillos esquemática
meleeWpnClubScrapSchematic,items,Melee,,,Scrap Iron Club Schematic,,Alteisen Verein schema,Sucata de Ferro Clube esquemática,Schéma de la ferraille club,Rottami di ferro Club schematica,スクラップアイアンクラブの概略,스크랩 철 클럽 회로도,Złom żelaza Klub schematyczny,Sucata de Ferro Clube esquemática,Лом черных металлов клубы схематический,Hurda Demir Kulübü şematik,废铁俱乐部原理,廢鐵俱樂部原理,Chatarra de hierro club esquemática
meleeWpnBladeScrapMacheteSchematic,items,Melee,,,Scrap Iron Machete Schematic,,Alteisen Machete schematische,Sucata de ferro facão esquemática,Ferraille Machete schématique,Rottami di ferro Machete schematica,スクラップ鉄マチェーテ概略図,스크랩 철 마체 테 회로도,Złom żelaza Maczeta schematyczny,Sucata de ferro facão esquemática,Лом черных металлов Мачете схематическим,Hurda Demir Machete şematik,废铁砍刀原理,廢鐵砍刀原理,Chatarra de hierro Machete esquemática
meleeWpnSpearScrapSchematic,items,Melee,,,Scrap Iron Spear Schematic,,Alteisen Spear schematische,Sucata de ferro Lança esquemática,Déchets de fer Lance schématique,Rottami di ferro Spear schematica,スクラップアイアンスピア概略図,스크랩 철 스피어 회로도,Złom żelaza Spear schematyczny,Sucata de ferro Lança esquemática,Лом черных металлов Копье схематическим,Hurda Demir Mızrak şematik,废铁矛原理,廢鐵矛原理,Chatarra de hierro de la lanza esquemática
meleeToolScrapIronSetSchematic,items,Melee,,,Scrap Iron Tools Schematic,,Alteisen Werkzeuge schema,Sucata de ferro Ferramentas esquemática,Ferraille Outils schématique,Rottami Strumenti Ferro schematica,スクラップ鉄のツールの概略,스크랩 철 도구 회로도,Złom metalowy Narzędzia schematyczny,Sucata de ferro Ferramentas esquemática,Лом черных металлов Инструменты схематическим,Hurda Demir Araçları şematik,废铁工具原理,廢鐵工具原理,Chatarra de hierro Herramientas esquemática
perkMiner69rRank1LongNewDesc,progression,perk Str,,,"Everyone has to start somewhere. Craft quality 2 poor tools, increase tool damage by 10% and block damage by 30% with any axe, pick, chainsaw or auger.\nUnlocks all scrap iron tools like pickaxes",,"Jeder hat irgendwo zu beginnen. Craft Qualität 2 schlechte Werkzeuge, Erhöhung Werkzeug Schaden um 10% und Block Schaden um 30% mit jeder Axt, pick, Kettensäge oder Schnecke.\nUnlocks alle Alteisen Werkzeuge wie Spitzhacken","Todo mundo tem que começar de algum lugar. qualidade Craft 2 ferramentas pobres, danos ferramenta de aumento de 10% e danos bloco em 30% com qualquer machado, picareta, motosserra ou broca.\nDesbloqueia todas as ferramentas de ferro sucata como picaretas","Tout le monde doit commencer quelque part. qualité Craft 2 outils pauvres, augmentation des dégâts de l'outil de 10% et les dégâts de bloc de 30% avec une hache, choisir, scie à chaîne ou vis sans fin.\nDéverrouille tous les outils de ferraille comme des pioches","Ognuno deve cominciare da qualche parte. Craft qualità 2 strumenti poveri, aumento danni strumento del 10% e il danno di blocco del 30% con qualsiasi ascia, raccogliere, motosega o coclea.\nSblocca tutti gli strumenti di rottami di ferro come picconi","誰もがどこかで起動する必要があります。クラフト品質2貧弱なツール、10％増加ツールの損傷や任意の斧で30％ブロックの損傷は、チェーンソーやオーガーを選びます。\nつるはしのようにすべての鉄スクラップツールロック解除","모두가 어딘가를 시작한다. 공예 품질이 좋지 도구, 10 % 증가 공구 손상 및 도끼 30 % 블록 손상, 전기 톱 또는 오거을 선택합니다.\n곡괭이 같은 모든 고철 도구를 잠금 해제","Każdy musi od czegoś zacząć. Jakość Craft 2 ubogie narzędzia, wzrost szkód narzędzie o 10% i szkoda blok o 30% z każdym siekiery, pick, łańcuchową lub ślimaka.
Odblokowuje wszystkie narzędzia złom żelaza, jak kilofy","Todo mundo tem que começar de algum lugar. qualidade Craft 2 ferramentas pobres, danos ferramenta de aumento de 10% e danos bloco em 30% com qualquer machado, picareta, motosserra ou broca.\nDesbloqueia todas as ferramentas de ferro sucata como picaretas","Каждый должен начать где-нибудь. Craft качество 2 бедные инструменты, увеличение повреждения инструмента на 10% и повреждение блока на 30% с любым топором, выбрать, бензопилу или шнек.\nРазблокирует все лома железа инструменты, такие как кирки","Herkes bir yerden başlamalıdır. Tekne kaliteli 2 kötü araçları,% 10 artırma aracı hasar ve herhangi bir balta ile% 30 blok hasar, testere veya burgu alın.\nkazma gibi tüm hurda demir araçları kilitlenmesi","每个人都有开始的地方。工艺质量差2工具，由10％增加工具损坏和由30％的块破坏与任何斧头，挑选，电锯或螺旋推运器。\n解锁所有的废铁之类的工具镐","每個人都有開始的地方。工藝質量差2工具，由10％增加工具損壞和由30％的塊破壞與任何斧頭，挑選，電鋸或螺旋推運器。\n解鎖所有的廢鐵之類的工具鎬","Todo el mundo tiene que empezar en alguna parte. Craft calidad 2 herramientas pobres, aumento de daños a la herramienta en un 10% y un bloque de daños en un 30% con cualquier hacha, pico, motosierra o barrena.\nDesbloquea todas las herramientas de chatarra de hierro como picos"
perkMiner69rRank3LongNewDesc,progression,perk Str,,,"You are now a professional miner or what they called muckmen back in the day. Craft quality 4 good tools, increase tool damage by 30% and block damage by 90% with any axe, pick, chainsaw or auger.\nUnlocks all iron tools like pickaxes",,"Sie sind jetzt ein professioneller Bergmann oder was sie als muckmen wieder in den Tag. Craft Qualität 4 gute Werkzeuge, Erhöhung Werkzeug Schaden um 30% und Block Schaden um 90% mit jeder Axt, pick, Kettensäge oder Schnecke.\nUnlocks alle Werkzeuge aus Eisen wie Pickeln","Você agora é um mineiro profissional ou o que eles chamaram muckmen de volta no dia. qualidade Craft 4 boas ferramentas, danos ferramenta de aumento em 30% e danos bloco em 90% com qualquer machado, picareta, motosserra ou broca.\nDesbloqueia todas as ferramentas de ferro, como picaretas","Vous êtes maintenant un mineur professionnel ou ce qu'ils appelaient muckmen Rétromachine. la qualité de l'artisanat 4 bons outils augmentent les dégâts des outils de 30% et les dégâts de bloc de 90% avec une hache, choisir, scie à chaîne ou vis sans fin.\nDéverrouille tous les outils de fer comme des pioches","Ora sei un minatore professionista o quello che chiamavano muckmen back in the day. qualità Craft 4 buoni strumenti, aumento danni strumento del 30% e il danno di blocco del 90% con qualsiasi ascia, raccogliere, motosega o coclea.\nSblocca tutti gli strumenti di ferro come picconi","あなたは今、プロの鉱山労働者や彼らが一日にmuckmenバックと呼ばれています。クラフト品質4良いツール、30％増加ツールの損傷や任意の斧、選ぶ、チェーンソーやオーガー90％のブロックダメージ。\nつるはしのようにすべての鉄のツールロック解除","이제 전문 광부 또는 그들이 muckmen 하루에 백업이라고합니다. 공예 품질 4 좋은 도구, 30 % 증가 공구 손상 및 도끼 90 %까지 블록 손상, 전기 톱 또는 오거을 선택합니다.\n곡괭이 같은 모든 철 도구를 잠금 해제","Jesteś teraz profesjonalnym górnik lub co nazwali muckmen powrotem w dzień. Jakość rzemiosła 4 dobre narzędzia, wzrost szkód narzędzie o 30%, a obrażenia blok o 90% z każdym siekiery, pick, łańcuchową lub ślimaka.\nOdblokowuje wszystkich narzędzi żelaznych jak kilofy","Você agora é um mineiro profissional ou o que eles chamaram muckmen de volta no dia. qualidade Craft 4 boas ferramentas, danos ferramenta de aumento em 30% e danos bloco em 90% com qualquer machado, picareta, motosserra ou broca.\nDesbloqueia todas as ferramentas de ferro, como picaretas","Теперь вы профессиональный шахтер или то, что они называют muckmen обратно в тот же день. качество Craft 4 хорошие инструменты, увеличение повреждений инструмента на 30% и повреждение блока на 90% с любым топором, выбрать, бензопилу или шнек.\nРазблокирует все железные инструменты, такие как кирки","Artık profesyonel bir madenci ya da ne muckmen gün geri çağırdı vardır. Tekne kalitesi 4 iyi araçlar,% 30 artırma aracı hasar ve herhangi bir balta ile% 90 blok hasar, testere veya burgu alın.\nkazma gibi tüm demir araçları kilitlenmesi","你现在是专业的矿工或他们所谓muckmen在当天回。工艺质量良好4工具，由30％的增加工具损坏和由90％的块破坏与任何斧头，挑选，电锯或螺旋推运器。\n解锁所有的铁之类的工具镐","你現在是專業的礦工或他們所謂muckmen在當天回。工藝質量良好4工具，由30％的增加工具損壞和由90％的塊破壞與任何斧頭，挑選，電鋸或螺旋推運器。\n解鎖所有的鐵之類的工具鎬","Ahora eres un minero profesional o lo que llamaron muckmen vuelta en el día. la calidad artesanal 4 buenas herramientas, aumento de daños a la herramienta en un 30% y el daño de bloque en un 90% con cualquier hacha, pico, motosierra o barrena.\nDesbloquea todas las herramientas de hierro como picos"
perkPummelPeteRank1LongNewDesc,progression,perk Str,,,"You might not pack a punch but as a roughneck you can swing a club! Craft quality 2 poor clubs, deal 10% more damage and attacks do 40% more damage to stunned enemies. Power attacks have a 60% chance to knock foes back down.\nUnlocks scrap club crafting.",,"Sie werden vielleicht nicht einen Schlag, sondern als Raubein packen können Sie einen Schläger schwingen! Craft Qualität 2 arme Vereine, 10% mehr Schaden und Angriffe machen 40% mehr Schaden an betäubten Gegner. Stromangriffe haben eine Chance von 60% Feinde niederschlagen zurück.\nUnlocks Schrott Club Crafting.","Você não pode embalar um soco, mas como um jagunço você pode balançar um clube! qualidade Craft 2 clubes pobres, tratar 10% mais danos e ataques causam 40% mais dano aos inimigos atordoados. ataques de alimentação têm 60% de chance de bater inimigos recuar.\nDesbloqueia sucata clube crafting.","Vous pourriez ne pas emballer un coup de poing, mais comme foreur vous pouvez balancer un club! la qualité de l'artisanat 2 clubs pauvres, infligent des dégâts de 10% et les attaques font 40% de dégâts aux ennemis étourdis. attaques de puissance ont une chance de 60% pour frapper les ennemis vers le bas.\nDéverrouille la ferraille craft club.","Non si potrebbe confezionare un pugno, ma come un attaccabrighe si può oscillare un club! qualità Craft 2 club poveri, occupano il 10% in più di danni e gli attacchi fanno il 40% in più di danni ai nemici storditi. attacchi di potenza hanno una probabilità del 60% per battere i nemici verso il basso.\nSblocca rottami club di crafting.","あなたはパンチをパックではないかもしれませんが、悪党として、あなたはクラブを振ることができます！クラフト品質2つの貧しいクラブは、10％より多くのダメージを与える攻撃は唖然敵に40％以上のダメージを行います。パワー攻撃は敵がダウンしてノックバックする60％のチャンスがあります。\nアンロックはクラフトクラブをスクラップ。","당신은 펀치를 포장하지 않을 수도 있지만, 안하무인으로 당신은 클럽을 스윙 할 수 있습니다! 공예 품질이 개 좋지 클럽은 10 % 더 많은 피해를 공격 기절 적에게 40 %의 피해를 더. 전원 공격은 적을 아래로 다시 노크 60 % 기회가있다.\n잠금 해제는 클럽 공예를 스크랩.","Może nie pakować punch ale jako roughneck można swing klub! jakości Craft 2 biedne kluby, zajmują 10% więcej obrażeń i atakuje zrobić 40% więcej obrażeń oszołomionych wrogów. Ataki siłowe mają 60% szansy na zapukać wrogowie z powrotem w dół.\nUnlocków złom klub Crafting.","Você não pode embalar um soco, mas como um jagunço você pode balançar um clube! qualidade Craft 2 clubes pobres, tratar 10% mais danos e ataques causam 40% mais dano aos inimigos atordoados. ataques de alimentação têm 60% de chance de bater inimigos recuar.\nDesbloqueia sucata clube crafting.","Вы не могли бы упаковать удар, но как хулиган вы можете размахивать дубинкой! качество Craft 2 бедные клубы, дело 10% больше урона и атаки наносят 40% больше урона оглушенных врагов. Силовые атаки имеют 60% шанс сбить врагов обратно вниз.\nОтпираю лом клуба крафта.","Bir yumruk paketi olmayabilir ama işçisi gibi bir kulübü salıncak yapabilir! Zanaat kaliteli 2 kötü kulüpleri,% 10 daha fazla hasar verir ve saldırılar hayrete düşmanlara% 40 daha fazla zarar verir. Güç saldırıları düşmanlar geri adım vurmak için% 60 şansı var.\nAçıyorsa kulüp işçiliği hurda.","你可能不包一记重拳，但作为一个无赖，你可以摆动的俱乐部！工艺质量差2杆，成交多10％的伤害和攻击做目瞪口呆的敌人更多的40％的伤害。动力攻击有60％的几率击倒敌人退缩。\n解锁报废俱乐部各具特色。","你可能不包一記重拳，但作為一個無賴，你可以擺動的俱樂部！工藝質量差2桿，成交多10％的傷害和攻擊做目瞪口呆的敵人更多的40％的傷害。動力攻擊有60％的機率擊倒敵人退縮。\n解鎖報廢俱樂部各具特色。","Es posible que no suponen un aporte sino como un matón que puede pivotar a un club! Quality Craft 2 clubes pobres, infligen un 10% más de daño y ataques hacen un 40% más de daño a los enemigos aturdidos. ataques de energía tienen una probabilidad del 60% para golpear enemigos hacia abajo.\nDesbloquea chatarra elaboración club."
perkPummelPeteRank3LongNewDesc,progression,perk Str,,,"You hit hard enough to be in the big leagues now. Craft quality 4 good clubs, deal 30% more damage, attacks do 120% more damage to stunned enemies and power attacks have a 80% chance to knock foes back down.\nLanding 5 successive hits in a short time causes the last blow to do 100% extra damage.\nUnlocks baseball bat crafting.",,"Sie schlugen hart genug jetzt in den großen Ligen zu sein. Craft Qualität 4 gute Clubs, 30% mehr Schaden, Angriffe tun 120% mehr Schaden an betäubten Gegner und Stromangriffe haben eine Chance von 80% Feinde niederschlagen zurück.\nLanding 5 aufeinanderfolgende Treffer in kurzer Zeit bewirkt, dass der letzte Schlag 100% zusätzlichen Schaden zu tun.\nUnlocks Baseballschläger Crafting.","Você bateu com força suficiente para ser nas grandes ligas agora. qualidade Craft clubes 4 bons, tratar 30% mais danos, ataques de fazer 120% mais dano aos inimigos atordoados e ataques de poder ter uma chance de 80% para derrubar inimigos recuar.\nLanding 5 hits sucessivos em um curto período de tempo faz com que o último golpe para fazer 100% de dano extra.
Desbloqueia elaboração taco de beisebol.","Vous frappez assez fort pour être dans les grandes ligues maintenant. qualité artisanale 4 bons clubs, traitent 30% de dégâts, les attaques font 120% de dégâts aux ennemis étourdis et les attaques de puissance ont une chance de 80% pour frapper les ennemis vers le bas.\nAtterrissage 5 coups successifs dans un court laps de temps provoque le dernier coup à faire 100% de dégâts supplémentaires.\nDéverrouille artisanat de batte de base-ball.","Hai colpito abbastanza duramente per essere in grandi campionati ora. qualità Craft club 4 buoni, occupano il 30% in più di danni, attacchi fanno 120% in più di danni ai nemici storditi e attacchi di potere avere un 80% di possibilità di battere i nemici verso il basso.\nLanding 5 risultati consecutivi in ​​poco tempo fa sì che l'ultimo colpo per fare 100% danni extra.\nSblocca mazza da baseball di crafting.","あなたは今、大きなリーグであることを十分に懸命にヒット。クラフト品質4良いクラブは、30％より多くのダメージを与える、攻撃は唖然敵とパワー攻撃に対して120％以上のダメージを与え敵がダウンしてノックバックする80％のチャンスがあります。\n短い時間で5本の連続ヒットを上陸することは、最後の一撃が100％の追加ダメージを与えるようになります。\nロックを解除野球のバットクラフト。","이제 빅 리그에있을 충분히 열심히했다. 공예 품질 4 좋은 클럽이 30 % 더 많은 피해를 공격 기절 적 전원 공격에 120 % 피해를 더 적을 아래로 다시 노크 80 %의 확률.\n짧은 시간에 5 연속 안타를 상륙 마지막 타격이 100 % 추가 피해를 발생합니다.
잠금 해제 야구 방망이의 공예.","Trafisz wystarczająco mocno, aby być w wielkich ligach teraz. jakości rzemiosła klubów 4 dobre, zajmują 30% więcej obrażeń, ataki zrobić 120% więcej obrażeń oszołomionych wrogów i ataków energetycznych mają 80% szansy na zapukać wrogowie z powrotem w dół.\nLanding 5 kolejnych trafień w krótkim czasie powoduje, że ostatni cios zrobić 100% dodatkowych obrażeń.\nOdblokowuje kij baseballowy rzemiosła.","Você bateu com força suficiente para ser nas grandes ligas agora. qualidade Craft clubes 4 bons, tratar 30% mais danos, ataques de fazer 120% mais dano aos inimigos atordoados e ataques de poder ter uma chance de 80% para derrubar inimigos recuar.
Landing 5 hits sucessivos em um curto período de tempo faz com que o último golpe para fazer 100% de dano extra.\nDesbloqueia elaboração taco de beisebol.","Вы попали достаточно трудно, чтобы быть в высшей лиге прямо сейчас. качество Craft 4 хорошие клубы, дело 30% больше урона, атаки наносят 120% больше урона ошеломленных врагов и нападения власти имеют 80% шанс сбить врагов обратно вниз.\nПосадка 5 последовательных хитов в течение короткого времени вызывает последний удар, чтобы сделать 100% дополнительный урон.\nРазблокирует бейсбольной битой крафта.","Artık büyük liglerde olmak zor yeterince çarptı. Zanaat kalitesi 4 iyi kulüpleri,% 30 daha fazla hasar verir, saldırılar sersemlemiş düşmanları ve güç saldırılarına% 120 daha fazla zarar düşmanlar geri adım vurmak için bir% 80 şansı var.\nKısa sürede 5 ardışık isabet İniş son darbe% 100 ekstra hasar neden olur.\nKilidini açan beyzbol sopası işçiliği.","你打够硬是在大联盟现在。工艺质量4.良好的俱乐部，成交多30％的伤害，攻击做目瞪口呆的敌人和功耗攻击更多的120％的伤害有80％的几率击倒敌人退缩。\n在很短的时间登陆5次连续击打造成最后一击做100％的额外伤害。\n解锁棒球棒各具特色。","你打夠硬是在大聯盟現在。工藝質量4.良好的俱樂部，成交多30％的傷害，攻擊做目瞪口呆的敵人和功耗攻擊更多的120％的傷害有80％的機率擊倒敵人退縮。\n在很短的時間登陸5連續擊打造成最後一擊做100％的額外傷害。\n解鎖棒球棒各具特色。","Se golpea con fuerza suficiente para estar en las grandes ligas ahora. calidad artesanal clubes 4 buenas, ocupan el 30% más de daño, ataques hacen 120% más de daño a los enemigos aturdidos y ataques de poder tener una probabilidad del 80% para golpear enemigos hacia abajo.\nAterrizaje 5 golpes sucesivos en un corto período de tiempo hace que el último golpe a hacer 100% de daño adicional.\nDesbloquea elaboración bate de béisbol."
perkJavelinMasterRank1LongNewDesc,progression,perk Per,,,"Sticks and stones can't break my bones but if combined make a nice spear. Craft quality 2 poor spears. Spears do 10% more damage and have 10% more range when thrown.\nUnlocks scrap iron spear crafting.",,"Stöcke und Steine ​​können nicht meine Knochen brechen, aber wenn einen schönen Speer machen kombiniert. Craft Qualität 2 arme Speere. Spears tun 10% mehr Schaden und 10% mehr Reichweite haben, wenn geworfen.\nUnlocks Schrott Speer Crafting.","Paus e pedras não podem quebrar meus ossos, mas se combinado fazer uma lança agradável. qualidade Craft 2 lanças pobres. Spears fazer 10% mais dano e tem 10% a mais variedade quando jogado.\nDesbloqueia sucata lança de ferro elaboração.","Les bâtons et les pierres peuvent ne pas casser mes os, mais si elle est combinée faire une belle lance. qualité Craft 2 lances pauvres. Spears faire des dégâts de 10% et 10% ont plus de portée lors de la levée.\nDéverrouille scrap artisanat de lance de fer.","Bastoni e pietre non possono rompermi le ossa, ma se combinato fare una bella lancia. qualità Craft 2 lance poveri. Spears fare 10% in più di danni e hanno il 10% in più di gamma quando viene lanciato.\nSblocca rottami di ferro di lancia di crafting.","スティックや石は私の骨を壊すが、組み合わせた場合の素敵な槍を作ることはできません。クラフト品質2本の貧しい槍。スピアーズは10％より多くのダメージを行うと、投げたときに10％以上の範囲を持っています。\nロックを解除スクラップ鉄槍クラフト。","막대기와 돌은 나의 뼈를 파괴하지만 결합하면 멋진의 창을 만들 수 없습니다. 공예 품질이 좋지 스피어스. 스피어스는 10 %의 피해를 더 던져 때 10 % 더 범위가 있습니다.\n잠금 해제는 철 스피어 공예를 스크랩.","Kije i kamienie nie mogą złamać moje kości, ale w połączeniu zrobić ładny włócznię. Jakość Craft 2 Zły włócznie. Spears zrobić 10% więcej obrażeń i mają 10% większy zasięg, gdy rzucony.\nUnlocków złom żelaza włóczni Crafting.","Paus e pedras não podem quebrar meus ossos, mas se combinado fazer uma lança agradável. qualidade Craft 2 lanças pobres. Spears fazer 10% mais dano e tem 10% a mais variedade quando jogado.\nDesbloqueia sucata lança de ferro elaboração.","Палки и камни не могут сломать мои кости, но если в сочетании сделать хорошее копье. Craft качество 2 бедных копья. Спирс делать 10% больше урона и имеет 10% больший радиус действия при броске.\nОтпираю лом железа копья крафта.","Sopalar ve taşlar kemiklerimi kırabilir ama kombine eğer güzel bir mızrak yapamaz. Craft kaliteli 2 kötü mızraklar. Spears% 10 daha fazla zarar ve atılan zaman% 10 daha fazla aralığı vardır.\nAçıyorsa demir mızrak işçiliği hurda.","棍棒和石头不能打破我的骨头，但使一个很好的矛若合并。工艺质量差2个矛。布兰妮做更多的10％的伤害，并抛出时，有10％的范围内。\n解锁废铁矛各具特色。","棍棒和石頭不能打破我的骨頭，但使一個很好的矛若合併。工藝質量差2矛。布蘭妮做更多的10％的傷害，並拋出時，有10％的範圍內。\n解鎖廢鐵矛各具特色。","Los palos y las piedras no pueden romper mis huesos, pero si se combina realizar una lanza agradable. Craft calidad 2 lanzas pobres. Spears hacer 10% más de daño y tienen un 10% más de alcance cuando está lanzado.\nDesbloquea chatarra elaboración lanza de hierro."
perkJavelinMasterRank3LongNewDesc,progression,perk Per,,,"You are now a Spearman and can Craft quality 4 good spears. Spears inflict 30% more damage and have 30% more range when thrown.\nUnlocks iron spear crafting.",,"Sie sind jetzt ein Spearman und Qualität 4 gute Speere Craft. Spears verursacht 30% mehr Schaden und 30% mehr Reichweite hat, wenn geworfen.\nUnlocks Eisen Speer Crafting.","Você agora é um Spearman e pode Craft qualidade 4 lanças boas. Spears infligir 30% mais dano e tem 30% a mais variedade quando jogado.\nDesbloqueia elaboração lança de ferro.","Vous êtes maintenant un Spearman et peut Craft qualité 4 bonnes lances. Spears infliger des dégâts de 30% et 30% ont plus de portée lors de la levée.\nDéverrouille artisanat de lance de fer.","Ora sei uno Spearman e può creare qualità 4 lance buoni. Spears infliggere 30% in più di danni e hanno il 30% in più di gamma quando viene lanciato.\nSblocca il ferro di lancia di crafting.","あなたは今スピアマンであり、品質の良い4の槍を作ることができます。スピアーズは30％より多くのダメージを与えそして投げたときに30％以上の範囲を持っています。\nロックを解除鉄槍クラフト。","이제 스피어하고 품질 좋은 4 스피어스 크래프트 수 있습니다. 스피어스는 30 % 이상 피해를 입힐 던져 때 30 % 더 범위가 있습니다.\n잠금 해제 철 스피어 공예.","Jesteś teraz Spearmana i może Craft jakość 4 ma dobry włócznie. Spears zadają 30% więcej obrażeń i mają 30% większy zasięg, gdy rzucony.\nOdblokowuje żelazo włócznia rzemiosła.","Você agora é um Spearman e pode Craft qualidade 4 lanças boas. Spears infligir 30% mais dano e tem 30% a mais variedade quando jogado.\nDesbloqueia elaboração lança de ferro.","Теперь вы Спирмен и можете Обработайте качество 4 хорошие копии. Копья наносят 30% больше урона и имеют 30% больший радиус действия при броске.\nОтпирает железа копье крафт.","Artık bir Spearman ve kalite 4 iyi mızrakları Craft edebilirsiniz. Spears% 30 daha fazla hasar ve atıldıklarında% 30 daha fazla aralığı vardır.\nKilidini açan demir mızrak şekillendirilir.","你现在是斯皮尔曼，可以工艺质量好4长矛。矛造成30％以上的伤害，并抛出时具有30％以上的范围。\n解锁铁矛各具特色。","你現在是斯皮爾曼，可以工藝質量好4長矛。矛造成30％以上的傷害，並拋出時具有30％以上的範圍。\n解鎖鐵矛各具特色。","Ahora eres un Spearman y pueden crear calidad de 4 lanzas buenas. Spears infligir un 30% más de daño y tienen un 30% más de alcance cuando está lanzado.\nDesbloquea elaboración lanza de hierro."
